"eposNowID","model","quantity","image","manufacturerName","price","attributes","name","description","categoryName"
"0","AA28801",10,"catalog/Corgi/aa28801_1_bristol-f2b-fighter-scenic.jpg","Corgi",84.99,"","AA28801 Bristol F2B Fighter D-8063","Considered to be one of the finest fighting aeroplanes of the Great War, the Bristol Fighter demonstrated the advancement in Allied aircraft design whilst surving in the Second Battle of Arras in April 1917. This iconic aircraft enabled crews to score victory numbers equivalent to those claimed by single seat fighters.","Corgi"
